NAME,Price (in INR),Discount,Description,Original Price Claimed(in INR)
AD & AV,670,62% off,Solid Men V-Neck Multicolor T-Shirt,1763.157894736842
REEBOK,599,50% off,Solid Men Polo Neck Grey T-Shirt,1198.0
Metronaut,454,65% off,"Printed, Self Design Men Polo Neck Blue T-Shirt",1297.142857142857
Katso,236,63% off,FabTag - Katso Solid Men Round Neck Light Blue T-Shirt,637.8378378378378
Monte Carlo,805,30% off,Striped Men Polo Neck Grey T-Shirt,1150.0
Try This,658,34% off,"Self Design Men Henley Black, Grey T-Shirt",996.969696969697
Canis,189,68% off,Graphic Print Men Round Neck Multicolor T-Shirt,590.625
Wrath,399,73% off,"Color Block Men Round Neck Black, Grey, Maroon T-Shirt",1477.7777777777778
Arrow Sport,927,42% off,Self Design Men Polo Neck Red T-Shirt,1598.2758620689656
Leana,277,69% off,Solid Men Hooded Dark Blue T-Shirt,893.5483870967741
U.S. Polo Assn,659,45% off,Printed Men Round Neck Pink T-Shirt,1198.1818181818182
MoochSingh,257,74% off,Printed Men & Women Round Neck Black T-Shirt,988.4615384615385
hero & piyush,197,80% off,Solid Men Hooded Black T-Shirt,985.0
U.S. Polo Assn,979,30% off,Solid Men Polo Neck Maroon T-Shirt,1398.5714285714287
REEBOK,934,45% off,Striped Men Polo Neck Maroon T-Shirt,1698.1818181818182
Absolute Defense,299,76% off,Graphic Print Men Round or Crew Black T-Shirt,1245.8333333333333
Arrow Sport,629,65% off,Self Design Men Polo Neck Red T-Shirt,1797.142857142857
Arrow New York,"1,139",62% off,"Striped Men Polo Neck Grey, Dark Blue T-Shirt",2997.3684210526317
Peter England,647,46% off,Printed Men Polo Neck Multicolor T-Shirt,1198.148148148148
NxtSkin,239,70% off,Printed Men Round or Crew Red T-Shirt,796.6666666666666
Peter England,503,37% off,"Striped Men Polo Neck Yellow, Blue T-Shirt",798.4126984126984
Elepants,260,73% off,Printed Men Round Neck Blue T-Shirt,962.9629629629629
YouWe Fashion,199,75% off,Printed Men Round or Crew Reversible Multicolor T-Shirt,796.0
MoochSingh,339,66% off,Printed Men's Round Neck White T-Shirt,997.0588235294117
Spykar,479,52% off,Printed Men Round Neck White T-Shirt,997.9166666666666
Campus Sutra,444,55% off,Printed Men Round or Crew Pink T-Shirt,986.6666666666666
U.S. Polo Assn,"1,049",47% off,Solid Men Polo Neck White T-Shirt,1979.245283018868
U.S. Polo Assn,599,40% off,Printed Men Round Neck Grey T-Shirt,998.3333333333334
People,359,40% off,Solid Men Polo Neck Black T-Shirt,598.3333333333334
GHPC,323,67% off,Color block Men Round Neck Red T-Shirt,978.7878787878788
NCY,"1,328",55% off,"Solid Men Polo Neck Black, Yellow, White, Red, Green, G...",2951.1111111111113
Peter England,440,37% off,Solid Men V Neck Grey T-Shirt,698.4126984126984
Friskers,247,64% off,Graphic Print Men Round Neck Black T-Shirt,686.1111111111111
Louis Philippe Sport,674,55% off,Printed Men Polo Neck White T-Shirt,1497.7777777777778
